ticket_id,true_reason,agent_code,double_payout,true_refund_inr,care_plus
T403876,,,N,,N
T403877,,,N,,N
T403878,,,N,,Y
T403879,,,N,,N
T403880,GW-OTHER,GW-OTHER,N,250,N
T403881,WTY-BUYBACK,WTY-BUYBACK,N,725,N
T403882,WTY-BUYBACK,GW-OTHER,N,2653,N
T403883,,,N,,N
T403884,,,N,,Y
T403885,,,N,,N
T403886,,,N,,Y
T403887,,,N,,N
T403888,,,N,,N
T403889,,,N,,N
T403890,,,N,,Y
T403891,,,N,,N
T403892,,,N,,N
T403893,,,N,,N
T403894,,,N,,Y
T403895,,,N,,N
T403896,,,N,,N
T403897,,,N,,N
T403898,,,N,,N
T403899,DUP-PAYMENT,DUP-PAYMENT,N,6499,N
T403900,,,N,,N
T403901,DOA-REPL,DOA-REPL,N,3324,N
T403902,,,N,,N
T403903,RETURN-QC-OK,GW-OTHER,Y,6174,N
T403904,,,N,,N
T403905,,,N,,N
T403906,,,N,,Y
T403907,,,N,,N
T403908,,,N,,Y
T403909,,,N,,N
T403910,,,N,,N
T403911,,,N,,N
T403912,,,N,,N
T403913,,,N,,Y
T403914,,,N,,N
T403915,DOA-REPL,DOA-REPL,Y,3499,N
T403916,,,N,,N
T403917,,,N,,N
T403918,,,N,,Y
T403919,RETURN-QC-OK,GW-OTHER,Y,3499,Y
T403920,,,N,,N
T403921,PRICE-ADJ,GW-OTHER,N,600,N
T403922,,,N,,Y
T403923,,,N,,Y
T403924,WTY-BUYBACK,WTY-BUYBACK,N,1232,N
T403925,,,N,,N
T403926,,,N,,Y
T403927,,,N,,N
T403928,,,N,,Y
T403929,GW-OTHER,GW-OTHER,N,400,N
T403930,,,N,,N
T403931,,,N,,N
T403932,,,N,,N
T403933,DUP-PAYMENT,DUP-PAYMENT,N,2374,N
T403934,,,N,,Y
T403935,DOA-REPL,GW-OTHER,Y,5699,Y
T403936,,,N,,Y
T403937,,,N,,N
T403938,,,N,,Y
T403939,,,N,,N
T403940,DOA-REPL,GW-OTHER,N,2799,Y
T403941,,,N,,N
T403942,,,N,,N
T403943,,,N,,N
T403944,GW-OTHER,GW-OTHER,N,300,N
T403945,,,N,,Y
T403946,DUP-PAYMENT,GW-OTHER,N,1299,Y
T403947,,,N,,Y
T403948,PRICE-ADJ,GW-OTHER,N,200,N
T403949,,,N,,N
T403950,,,N,,N
T403951,,,N,,N
T403952,GW-OTHER,GW-OTHER,N,150,N
T403953,DOA-REPL,GW-OTHER,N,6649,N
T403954,,,N,,N
T403955,,,N,,N
T403956,,,N,,N
T403957,PRICE-ADJ,PRICE-ADJ,N,600,N
T403958,RETURN-QC-OK,RETURN-QC-OK,N,3499,N
T403959,,,N,,N
T403960,,,N,,N
T403961,,,N,,N
T403962,,,N,,Y
T403963,,,N,,Y
T403964,,,N,,N
T403965,DOA-REPL,GW-OTHER,Y,3499,N
T403966,,,N,,N
T403967,DOA-REPL,GW-OTHER,N,2799,N
T403968,DOA-REPL,GW-OTHER,N,2799,N
T403969,,,N,,Y
T403970,,,N,,Y
T403971,,,N,,Y
T403972,,,N,,Y
T403973,,,N,,Y
T403974,,,N,,N
T403975,,,N,,N
T403976,,,N,,N
T403977,LOST-TRANSIT,GW-OTHER,N,1619,Y
T403978,,,N,,N
T403979,,,N,,Y
T403980,,,N,,N
T403981,,,N,,Y
T403982,,,N,,N
T403983,,,N,,Y
T403984,,,N,,Y
T403985,,,N,,N
T403986,,,N,,N
T403987,,,N,,Y
T403988,,,N,,Y
T403989,RETURN-QC-OK,WTY-BUYBACK,N,1619,N
T403990,LOST-TRANSIT,LOST-TRANSIT,N,1709,N
T403991,,,N,,N
T403992,,,N,,N
T403993,,,N,,Y
T403994,,,N,,Y
T403995,,,N,,N
T403996,,,N,,N
T403997,,,N,,N
T403998,,,N,,N
T403999,DOA-REPL,GW-OTHER,Y,5999,N
T404000,,,N,,Y
T404001,,,N,,Y
T404002,,,N,,N
T404003,,,N,,N
T404004,,,N,,N
T404005,,,N,,N
T404006,,,N,,N
T404007,,,N,,Y
T404008,,,N,,Y
T404009,DOA-REPL,GW-OTHER,Y,3149,Y
T404010,,,N,,N
T404011,LOST-TRANSIT,GW-OTHER,N,2974,Y
T404012,CANCEL,GW-OTHER,N,2799,Y
T404013,,,N,,Y
T404014,,,N,,Y
T404015,,,N,,Y
T404016,,,N,,Y
T404017,,,N,,Y
T404018,DOA-REPL,GW-OTHER,N,2374,Y
T404019,DOA-REPL,GW-OTHER,N,2799,Y
T404020,,,N,,Y
T404021,,,N,,Y
T404022,,,N,,N
T404023,DOA-REPL,GW-OTHER,N,2499,N
T404024,DOA-REPL,GW-OTHER,N,3499,N
T404025,,,N,,Y
T404026,DOA-REPL,DOA-REPL,N,2799,Y
T404027,,,N,,Y
T404028,,,N,,Y
T404029,WTY-BUYBACK,WTY-BUYBACK,N,2729,N
T404030,PRICE-ADJ,PRICE-ADJ,N,300,N
T404031,,,N,,Y
T404032,,,N,,Y
T404033,,,N,,N
T404034,CANCEL,CANCEL,N,5199,N
T404035,DOA-REPL,DOA-REPL,N,3324,N
T404036,,,N,,N
T404037,,,N,,N
T404038,DOA-REPL,GW-OTHER,N,1299,N
T404039,,,N,,N
T404040,,,N,,N
T404041,RETURN-QC-OK,GW-OTHER,N,3324,N
T404042,,,N,,Y
T404043,DOA-REPL,GW-OTHER,Y,6999,Y
T404044,,,N,,N
T404045,,,N,,N
T404046,,,N,,N
T404047,,,N,,N
T404048,,,N,,N
T404049,,,N,,N
T404050,,,N,,N
T404051,,,N,,N
T404052,DOA-REPL,GW-OTHER,N,3499,N
T404053,DOA-REPL,DOA-REPL,N,3499,N
T404054,,,N,,N
T404055,,,N,,N
T404056,,,N,,N
T404057,,,N,,N
T404058,DOA-REPL,GW-OTHER,N,3149,N
T404059,,,N,,N
T404060,,,N,,N
T404061,,,N,,N
T404062,,,N,,N
T404063,,,N,,N
T404064,,,N,,N
T404065,,,N,,Y
T404066,,,N,,Y
T404067,,,N,,Y
T404068,,,N,,N
T404069,,,N,,N
T404070,,,N,,N
T404071,,,N,,N
T404072,,,N,,N
T404073,PRICE-ADJ,GW-OTHER,N,200,N
T404074,GW-OTHER,WTY-BUYBACK,N,400,N
T404075,,,N,,N
T404076,,,N,,N
T404077,PRICE-ADJ,PRICE-ADJ,N,500,Y
T404078,,,N,,Y
T404079,,,N,,N
T404080,,,N,,N
T404081,,,N,,N
T404082,RETURN-QC-OK,RETURN-QC-OK,N,2249,N
T404083,,,N,,N
T404084,,,N,,Y
T404085,DOA-REPL,GW-OTHER,N,1439,Y
T404086,,,N,,Y
T404087,,,N,,N
T404088,,,N,,Y
T404089,,,N,,N
T404090,,,N,,N
T404091,,,N,,Y
T404092,,,N,,N
T404093,DOA-REPL,DOA-REPL,N,3499,Y
T404094,DUP-PAYMENT,GW-OTHER,N,3149,N
T404095,,,N,,N
T404096,,,N,,N
T404097,,,N,,N
T404098,,,N,,N
T404099,,,N,,N
T404100,,,N,,N
T404101,,,N,,Y
T404102,DOA-REPL,GW-OTHER,N,3499,Y
T404103,,,N,,N
T404104,DOA-REPL,DOA-REPL,N,2499,Y
T404105,,,N,,N
T404106,,,N,,Y
T404107,,,N,,N
T404108,DOA-REPL,GW-OTHER,N,3324,Y
T404109,,,N,,Y
T404110,CANCEL,GW-OTHER,N,6648,N
T404111,PRICE-ADJ,GW-OTHER,N,750,N
T404112,,,N,,Y
T404113,,,N,,Y
T404114,,,N,,Y
T404115,,,N,,Y
T404116,,,N,,N
T404117,,,N,,N
T404118,,,N,,N
T404119,DOA-REPL,GW-OTHER,Y,6499,N
T404120,,,N,,N
T404121,,,N,,N
T404122,,,N,,N
T404123,WTY-BUYBACK,GW-OTHER,N,2590,N
T404124,,,N,,N
T404125,,,N,,N
T404126,,,N,,N
T404127,,,N,,N
T404128,,,N,,Y
T404129,PRICE-ADJ,GW-OTHER,N,100,Y
T404130,PRICE-ADJ,PRICE-ADJ,N,500,N
T404131,,,N,,N
T404132,WTY-BUYBACK,WTY-BUYBACK,N,1834,N
T404133,,,N,,Y
T404134,DOA-REPL,DOA-REPL,N,4799,N
T404135,,,N,,N
T404136,DUP-PAYMENT,DUP-PAYMENT,N,1999,N
T404137,DUP-PAYMENT,GW-OTHER,N,3499,N
T404138,,,N,,N
T404139,,,N,,N
T404140,,,N,,N
T404141,,,N,,N
T404142,,,N,,N
T404143,,,N,,N
T404144,,,N,,N
T404145,,,N,,N
T404146,GW-OTHER,GW-OTHER,N,200,Y
T404147,,,N,,N
T404148,,,N,,N
T404149,,,N,,N
T404150,,,N,,N
T404151,,,N,,N
T404152,PRICE-ADJ,GW-OTHER,N,600,Y
T404153,RETURN-QC-OK,GW-OTHER,N,1234,N
T404154,,,N,,Y
T404155,,,N,,Y
T404156,,,N,,N
T404157,DOA-REPL,GW-OTHER,N,3499,Y
T404158,,,N,,Y
T404159,RETURN-QC-OK,RETURN-QC-OK,Y,1799,N
T404160,GW-OTHER,GW-OTHER,N,150,Y
T404161,,,N,,N
T404162,,,N,,N
T404163,,,N,,N
T404164,DOA-REPL,GW-OTHER,N,3324,N
T404165,,,N,,N
T404166,DOA-REPL,GW-OTHER,Y,3324,N
T404167,,,N,,Y
T404168,,,N,,Y
T404169,CANCEL,CANCEL,N,5949,Y
T404170,,,N,,N
T404171,,,N,,N
T404172,,,N,,N
T404173,,,N,,N
T404174,,,N,,Y
T404175,WTY-BUYBACK,GW-OTHER,N,2797,N
T404176,,,N,,N
T404177,DOA-REPL,GW-OTHER,Y,1104,N
T404178,,,N,,N
T404179,,,N,,Y
T404180,,,N,,Y
T404181,,,N,,N
T404182,,,N,,Y
T404183,LOST-TRANSIT,LOST-TRANSIT,N,3324,N
T404184,DOA-REPL,GW-OTHER,N,6298,N
T404185,,,N,,N
T404186,,,N,,N
T404187,LOST-TRANSIT,LOST-TRANSIT,N,1999,N
T404188,,,N,,N
T404189,,,N,,N
T404190,,,N,,Y
T404191,,,N,,Y
T404192,,,N,,N
T404193,,,N,,Y
T404194,,,N,,Y
T404195,DOA-REPL,GW-OTHER,Y,2799,N
T404196,,,N,,N
T404197,,,N,,N
T404198,,,N,,Y
T404199,,,N,,N
T404200,,,N,,N
T404201,,,N,,N
T404202,,,N,,N
T404203,,,N,,N
T404204,LOST-TRANSIT,GW-OTHER,Y,6499,N
T404205,LOST-TRANSIT,LOST-TRANSIT,N,3499,Y
T404206,,,N,,N
T404207,,,N,,Y
T404208,,,N,,Y
T404209,,,N,,N
T404210,,,N,,Y
T404211,,,N,,N
T404212,,,N,,N
T404213,,,N,,N
T404214,CANCEL,GW-OTHER,N,1169,N
T404215,,,N,,Y
T404216,,,N,,N
T404217,RETURN-QC-OK,GW-OTHER,N,2374,Y
T404218,,,N,,N
T404219,DUP-PAYMENT,DUP-PAYMENT,N,6174,Y
T404220,,,N,,N
T404221,PRICE-ADJ,GW-OTHER,N,200,N
T404222,,,N,,N
T404223,,,N,,N
T404224,,,N,,Y
T404225,,,N,,Y
T404226,,,N,,Y
T404227,,,N,,Y
T404228,,,N,,Y
T404229,GW-OTHER,GW-OTHER,N,500,Y
T404230,,,N,,N
T404231,PRICE-ADJ,GW-OTHER,N,500,N
T404232,,,N,,N
T404233,,,N,,N
T404234,PRICE-ADJ,GW-OTHER,N,200,Y
T404235,DOA-REPL,GW-OTHER,N,3324,N
T404236,,,N,,N
T404237,,,N,,N
T404238,,,N,,Y
T404239,,,N,,Y
T404240,WTY-BUYBACK,WTY-BUYBACK,N,1436,N
T404241,DOA-REPL,DOA-REPL,N,3499,Y
T404242,,,N,,Y
T404243,,,N,,N
T404244,DOA-REPL,GW-OTHER,N,3499,N
T404245,,,N,,Y
T404246,,,N,,N
T404247,,,N,,N
T404248,,,N,,Y
T404249,,,N,,N
T404250,,,N,,N
T404251,LOST-TRANSIT,GW-OTHER,N,5099,N
T404252,DOA-REPL,DOA-REPL,N,3499,N
T404253,,,N,,N
T404254,DUP-PAYMENT,DUP-PAYMENT,N,2374,N
T404255,,,N,,N
T404256,,,N,,N
T404257,,,N,,N
T404258,,,N,,N
T404259,,,N,,N
T404260,DOA-REPL,GW-OTHER,Y,2374,N
T404261,,,N,,Y
T404262,,,N,,N
T404263,GW-OTHER,GW-OTHER,N,500,Y
T404264,,,N,,N
T404265,,,N,,N
T404266,,,N,,Y
T404267,,,N,,N
T404268,RETURN-QC-OK,RETURN-QC-OK,N,1169,Y
T404269,,,N,,N
T404270,DOA-REPL,DOA-REPL,N,3324,N
T404271,,,N,,N
T404272,,,N,,N
T404273,,,N,,N
T404274,,,N,,N
T404275,,,N,,N
T404276,,,N,,N
T404277,,,N,,N
T404278,,,N,,Y
T404279,,,N,,N
T404280,,,N,,N
T404281,,,N,,N
T404282,,,N,,N
T404283,,,N,,Y
T404284,,,N,,Y
T404285,DOA-REPL,GW-OTHER,N,2974,N
T404286,,,N,,N
T404287,CANCEL,GW-OTHER,N,1299,N
T404288,,,N,,N
T404289,,,N,,N
T404290,DOA-REPL,GW-OTHER,N,3149,N
T404291,RETURN-QC-OK,GW-OTHER,N,1799,Y
T404292,,,N,,N
T404293,,,N,,N
T404294,WTY-BUYBACK,GW-OTHER,N,1593,Y
T404295,,,N,,N
T404296,,,N,,N
T404297,,,N,,N
T404298,,,N,,N
T404299,DOA-REPL,GW-OTHER,N,3499,Y
T404300,,,N,,Y
T404301,,,N,,N
T404302,,,N,,N
T404303,,,N,,N
T404304,,,N,,N
T404305,,,N,,Y
T404306,,,N,,N
T404307,RETURN-QC-OK,GW-OTHER,N,2499,Y
T404308,LOST-TRANSIT,GW-OTHER,N,3499,N
T404309,,,N,,Y
T404310,,,N,,Y
T404311,,,N,,N
T404312,,,N,,N
T404313,DOA-REPL,GW-OTHER,N,6299,Y
T404314,,,N,,Y
T404315,,,N,,N
T404316,,,N,,Y
T404317,,,N,,N
T404318,,,N,,N
T404319,DOA-REPL,GW-OTHER,N,3324,N
T404320,DUP-PAYMENT,GW-OTHER,N,6998,N
T404321,,,N,,N
T404322,DOA-REPL,DOA-REPL,N,3499,N
T404323,RETURN-QC-OK,GW-OTHER,N,3499,N
T404324,,,N,,N
T404325,,,N,,Y
T404326,,,N,,N
T404327,,,N,,N
T404328,,,N,,N
T404329,,,N,,Y
T404330,,,N,,Y
T404331,,,N,,Y
T404332,,,N,,Y
T404333,,,N,,Y
T404334,,,N,,N
T404335,,,N,,N
T404336,,,N,,N
T404337,,,N,,N
T404338,DOA-REPL,DOA-REPL,N,1619,N
T404339,,,N,,N
T404340,,,N,,Y
T404341,,,N,,Y
T404342,,,N,,Y
T404343,DOA-REPL,DOA-REPL,Y,3324,N
T404344,,,N,,N
T404345,,,N,,N
T404346,,,N,,Y
T404347,,,N,,N
T404348,,,N,,Y
T404349,,,N,,Y
T404350,GW-OTHER,GW-OTHER,N,350,N
T404351,,,N,,Y
T404352,,,N,,Y
T404353,,,N,,N
T404354,PRICE-ADJ,PRICE-ADJ,N,600,N
T404355,,,N,,N
T404356,,,N,,N
T404357,,,N,,N
T404358,DOA-REPL,DOA-REPL,Y,3499,N
T404359,,,N,,N
T404360,,,N,,N
T404361,,,N,,N
T404362,,,N,,N
T404363,,,N,,N
T404364,,,N,,N
T404365,,,N,,Y
T404366,,,N,,N
T404367,,,N,,N
T404368,,,N,,Y
T404369,,,N,,N
T404370,GW-OTHER,GW-OTHER,N,250,N
T404371,,,N,,N
T404372,RETURN-QC-OK,GW-OTHER,N,1799,N
T404373,,,N,,N
T404374,,,N,,Y
T404375,RETURN-QC-OK,GW-OTHER,N,1709,Y
T404376,DOA-REPL,DOA-REPL,N,2799,N
T404377,,,N,,N
T404378,,,N,,Y
T404379,,,N,,Y
T404380,,,N,,Y
T404381,,,N,,N
T404382,,,N,,Y
T404383,,,N,,N
T404384,,,N,,N
T404385,DOA-REPL,GW-OTHER,Y,3324,Y
T404386,LOST-TRANSIT,LOST-TRANSIT,N,5524,Y
T404387,,,N,,Y
T404388,,,N,,Y
T404389,,,N,,N
T404390,,,N,,N
T404391,,,N,,N
T404392,,,N,,N
T404393,,,N,,N
T404394,,,N,,N
T404395,,,N,,N
T404396,,,N,,N
T404397,DOA-REPL,GW-OTHER,N,5599,N
T404398,,,N,,Y
T404399,,,N,,Y
T404400,,,N,,N
T404401,RETURN-QC-OK,GW-OTHER,N,6649,N
T404402,,,N,,N
T404403,,,N,,N
T404404,,,N,,N
T404405,,,N,,N
T404406,RETURN-QC-OK,RETURN-QC-OK,N,2249,Y
T404407,,,N,,N
T404408,,,N,,N
T404409,,,N,,N
T404410,,,N,,Y
T404411,WTY-BUYBACK,WTY-BUYBACK,N,3813,N
T404412,,,N,,N
T404413,,,N,,Y
T404414,DOA-REPL,GW-OTHER,Y,3499,N
T404415,,,N,,N
T404416,,,N,,N
T404417,,,N,,N
T404418,,,N,,N
T404419,,,N,,N
T404420,GW-OTHER,GW-OTHER,N,500,N
T404421,,,N,,N
T404422,DOA-REPL,DOA-REPL,Y,6998,N
T404423,,,N,,N
T404424,CANCEL,GW-OTHER,N,3499,N
T404425,,,N,,Y
T404426,RETURN-QC-OK,RETURN-QC-OK,N,3149,N
T404427,,,N,,Y
T404428,,,N,,N
T404429,,,N,,N
T404430,,,N,,Y
T404431,,,N,,N
T404432,,,N,,N
T404433,,,N,,N
T404434,,,N,,Y
T404435,DOA-REPL,GW-OTHER,N,3499,N
T404436,,,N,,Y
T404437,,,N,,N
T404438,DOA-REPL,GW-OTHER,N,3149,N
T404439,,,N,,N
T404440,,,N,,N
T404441,,,N,,Y
T404442,,,N,,Y
T404443,,,N,,N
T404444,,,N,,N
T404445,LOST-TRANSIT,GW-OTHER,N,5598,N
T404446,,,N,,N
T404447,,,N,,Y
T404448,GW-OTHER,GW-OTHER,N,400,N
T404449,,,N,,N
T404450,,,N,,Y
T404451,DOA-REPL,GW-OTHER,N,5599,N
T404452,,,N,,N
T404453,,,N,,N
T404454,,,N,,N
T404455,,,N,,N
T404456,,,N,,Y
T404457,,,N,,Y
T404458,,,N,,N
T404459,,,N,,Y
T404460,,,N,,N
T404461,,,N,,N
T404462,,,N,,N
T404463,LOST-TRANSIT,GW-OTHER,N,1234,N
T404464,,,N,,Y
T404465,DOA-REPL,DOA-REPL,N,3499,N
T404466,DOA-REPL,GW-OTHER,Y,3499,Y
T404467,,,N,,N
T404468,,,N,,N
T404469,,,N,,N
T404470,GW-OTHER,GW-OTHER,N,150,Y
T404471,,,N,,N
T404472,,,N,,N
T404473,,,N,,N
T404474,,,N,,N
T404475,,,N,,N
T404476,CANCEL,CANCEL,N,3499,N
T404477,,,N,,Y
T404478,,,N,,N
T404479,,,N,,N
T404480,,,N,,Y
T404481,,,N,,N
T404482,RETURN-QC-OK,GW-OTHER,N,1039,N
T404483,LOST-TRANSIT,GW-OTHER,N,3998,N
T404484,,,N,,Y
T404485,,,N,,Y
T404486,,,N,,N
T404487,,,N,,N
T404488,,,N,,N
T404489,,,N,,Y
T404490,,,N,,N
T404491,,,N,,N
T404492,,,N,,N
T404493,,,N,,Y
T404494,,,N,,N
T404495,,,N,,N
T404496,,,N,,N
T404497,,,N,,Y
T404498,,,N,,Y
T404499,,,N,,N
T404500,,,N,,N
T404501,,,N,,N
T404502,,,N,,Y
T404503,LOST-TRANSIT,LOST-TRANSIT,N,6174,N
T404504,,,N,,N
T404505,,,N,,Y
T404506,,,N,,N
T404507,,,N,,N
T404508,LOST-TRANSIT,LOST-TRANSIT,N,1299,Y
T404509,CANCEL,CANCEL,N,2374,Y
T404510,,,N,,Y
T404511,,,N,,N
T404512,,,N,,N
T404513,,,N,,N
T404514,,,N,,N
T404515,,,N,,N
T404516,,,N,,N
T404517,,,N,,N
T404518,DOA-REPL,GW-OTHER,N,1439,Y
T404519,,,N,,N
T404520,,,N,,N
T404521,,,N,,N
T404522,RETURN-QC-OK,GW-OTHER,N,3149,N
T404523,DOA-REPL,DOA-REPL,N,3149,N
T404524,,,N,,N
T404525,,,N,,Y
T404526,,,N,,N
T404527,,,N,,N
T404528,,,N,,Y
T404529,RETURN-QC-OK,GW-OTHER,N,1999,N
T404530,GW-OTHER,GW-OTHER,N,500,N
T404531,DOA-REPL,GW-OTHER,N,2974,Y
T404532,,,N,,N
T404533,DOA-REPL,GW-OTHER,N,2799,Y
T404534,,,N,,N
T404535,,,N,,N
T404536,,,N,,N
T404537,RETURN-QC-OK,GW-OTHER,N,339,N
T404538,,,N,,N
T404539,,,N,,Y
T404540,,,N,,Y
T404541,,,N,,N
T404542,,,N,,N
T404543,,,N,,N
T404544,,,N,,N
T404545,,,N,,N
T404546,,,N,,N
T404547,,,N,,N
T404548,,,N,,N
T404549,,,N,,Y
T404550,,,N,,N
T404551,,,N,,N
T404552,,,N,,N
T404553,,,N,,Y
T404554,,,N,,N
T404555,,,N,,N
T404556,,,N,,N
T404557,,,N,,N
T404558,DOA-REPL,GW-OTHER,N,1999,Y
T404559,RETURN-QC-OK,GW-OTHER,Y,4999,Y
T404560,,,N,,Y
T404561,,,N,,N
T404562,,,N,,Y
T404563,,,N,,N
T404564,,,N,,Y
T404565,,,N,,N
T404566,,,N,,N
T404567,,,N,,Y
T404568,DOA-REPL,GW-OTHER,Y,2974,N
T404569,RETURN-QC-OK,GW-OTHER,Y,2974,Y
T404570,,,N,,N
T404571,DUP-PAYMENT,GW-OTHER,N,2499,N
T404572,,,N,,N
T404573,,,N,,Y
T404574,RETURN-QC-OK,GW-OTHER,N,3149,N
T404575,,,N,,N
T404576,CANCEL,GW-OTHER,N,3499,N
T404577,,,N,,N
T404578,,,N,,N
T404579,,,N,,N
T404580,,,N,,Y
T404581,,,N,,Y
T404582,,,N,,N
T404583,,,N,,N
T404584,,,N,,N
T404585,,,N,,Y
T404586,,,N,,N
T404587,,,N,,N
T404588,,,N,,Y
T404589,,,N,,N
T404590,,,N,,N
T404591,,,N,,N
T404592,,,N,,N
T404593,,,N,,N
T404594,,,N,,N
T404595,,,N,,Y
T404596,,,N,,N
T404597,CANCEL,CANCEL,N,1699,Y
T404598,,,N,,Y
T404599,,,N,,Y
T404600,,,N,,Y
T404601,,,N,,N
T404602,DOA-REPL,GW-OTHER,N,5524,N
T404603,,,N,,Y
T404604,,,N,,N
T404605,,,N,,N
T404606,,,N,,Y
T404607,,,N,,N
T404608,,,N,,N
T404609,,,N,,Y
T404610,,,N,,N
T404611,,,N,,N
T404612,DOA-REPL,DOA-REPL,N,6999,Y
T404613,,,N,,Y
T404614,,,N,,Y
T404615,,,N,,N
T404616,,,N,,Y
T404617,,,N,,Y
T404618,,,N,,Y
T404619,,,N,,Y
T404620,,,N,,N
T404621,,,N,,Y
T404622,,,N,,N
T404623,,,N,,N
T404624,WTY-BUYBACK,WTY-BUYBACK,N,3720,N
T404625,DOA-REPL,DOA-REPL,Y,3499,N
T404626,,,N,,N
T404627,DOA-REPL,GW-OTHER,Y,6499,Y
T404628,,,N,,N
T404629,,,N,,N
T404630,,,N,,N
T404631,,,N,,N
T404632,,,N,,N
T404633,,,N,,N
T404634,,,N,,N
T404635,,,N,,N
T404636,RETURN-QC-OK,RETURN-QC-OK,N,5849,N
T404637,DUP-PAYMENT,DUP-PAYMENT,N,2499,Y
T404638,,,N,,N
T404639,,,N,,Y
T404640,,,N,,N
T404641,,,N,,Y
T404642,,,N,,Y
T404643,,,N,,N
T404644,,,N,,N
T404645,,,N,,N
T404646,,,N,,Y
T404647,,,N,,Y
T404648,,,N,,N
T404649,,,N,,Y
T404650,WTY-BUYBACK,WTY-BUYBACK,N,932,N
T404651,,,N,,N
T404652,,,N,,Y
T404653,,,N,,Y
T404654,,,N,,N
T404655,,,N,,N
T404656,,,N,,N
T404657,,,N,,N
T404658,,,N,,N
T404659,,,N,,N
T404660,,,N,,Y
T404661,DOA-REPL,GW-OTHER,Y,6174,Y
T404662,,,N,,Y
T404663,DUP-PAYMENT,DUP-PAYMENT,N,2799,N
T404664,,,N,,Y
T404665,,,N,,N
T404666,,,N,,N
T404667,,,N,,N
T404668,,,N,,N
T404669,,,N,,N
T404670,,,N,,N
T404671,,,N,,N
T404672,,,N,,N
T404673,WTY-BUYBACK,WTY-BUYBACK,N,4140,N
T404674,,,N,,N
T404675,,,N,,N
T404676,,,N,,Y
T404677,,,N,,N
T404678,,,N,,Y
T404679,RETURN-QC-OK,RETURN-QC-OK,Y,1538,Y
T404680,DOA-REPL,GW-OTHER,N,6998,N
T404681,,,N,,N
T404682,DUP-PAYMENT,GW-OTHER,N,2799,N
T404683,,,N,,Y
T404684,,,N,,N
T404685,,,N,,Y
T404686,,,N,,N
T404687,,,N,,Y
T404688,,,N,,Y
T404689,,,N,,N
T404690,,,N,,N
T404691,,,N,,N
T404692,DOA-REPL,GW-OTHER,N,6499,N
T404693,,,N,,N
T404694,RETURN-QC-OK,GW-OTHER,N,1599,Y
T404695,CANCEL,GW-OTHER,N,2374,Y
T404696,,,N,,N
T404697,,,N,,N
T404698,DOA-REPL,GW-OTHER,Y,6499,Y
T404699,DOA-REPL,GW-OTHER,N,6999,N
T404700,,,N,,N
T404701,,,N,,N
T404702,,,N,,Y
T404703,,,N,,Y
T404704,,,N,,N
T404705,,,N,,N
T404706,,,N,,N
T404707,,,N,,N
T404708,,,N,,Y
T404709,,,N,,N
T404710,,,N,,N
T404711,,,N,,N
T404712,,,N,,Y
T404713,,,N,,N
T404714,,,N,,N
T404715,,,N,,N
T404716,,,N,,Y
T404717,RETURN-QC-OK,GW-OTHER,N,4749,N
T404718,,,N,,N
T404719,,,N,,Y
T404720,,,N,,N
T404721,DOA-REPL,GW-OTHER,N,6499,N
T404722,,,N,,N
T404723,,,N,,N
T404724,,,N,,Y
T404725,DOA-REPL,GW-OTHER,N,4749,N
T404726,LOST-TRANSIT,LOST-TRANSIT,N,3499,Y
T404727,DOA-REPL,DOA-REPL,N,3499,N
T404728,,,N,,N
T404729,,,N,,N
T404730,PRICE-ADJ,GW-OTHER,N,750,N
T404731,,,N,,N
T404732,,,N,,Y
T404733,,,N,,Y
T404734,,,N,,N
T404735,,,N,,Y
T404736,,,N,,N
T404737,CANCEL,CANCEL,N,4799,N
T404738,PRICE-ADJ,PRICE-ADJ,N,200,N
T404739,,,N,,Y
T404740,RETURN-QC-OK,GW-OTHER,N,1619,N
T404741,,,N,,N
T404742,,,N,,Y
T404743,,,N,,N
T404744,,,N,,N
T404745,,,N,,N
T404746,,,N,,Y
T404747,DOA-REPL,GW-OTHER,N,3499,Y
T404748,,,N,,N
T404749,,,N,,N
T404750,,,N,,Y
T404751,,,N,,N
T404752,,,N,,N
T404753,,,N,,Y
T404754,,,N,,N
T404755,DOA-REPL,GW-OTHER,Y,3149,Y
T404756,,,N,,Y
T404757,,,N,,N
T404758,,,N,,N
T404759,,,N,,N
T404760,,,N,,N
T404761,GW-OTHER,GW-OTHER,N,300,N
T404762,DOA-REPL,DOA-REPL,N,3499,N
T404763,,,N,,N
T404764,WTY-BUYBACK,GW-OTHER,N,685,N
T404765,DOA-REPL,GW-OTHER,N,2974,N
T404766,,,N,,Y
T404767,RETURN-QC-OK,GW-OTHER,N,2974,N
T404768,,,N,,N
T404769,DOA-REPL,GW-OTHER,N,2249,Y
T404770,CANCEL,CANCEL,N,2499,N
T404771,DOA-REPL,GW-OTHER,N,3324,N
T404772,LOST-TRANSIT,GW-OTHER,N,3499,Y
T404773,DUP-PAYMENT,GW-OTHER,N,2799,Y
T404774,,,N,,Y
T404775,,,N,,Y
T404776,,,N,,Y
T404777,,,N,,N
T404778,,,N,,N
T404779,,,N,,N
T404780,,,N,,N
T404781,,,N,,Y
T404782,,,N,,N
T404783,,,N,,N
T404784,,,N,,N
T404785,,,N,,Y
T404786,,,N,,N
T404787,,,N,,Y
T404788,,,N,,N
T404789,,,N,,Y
T404790,,,N,,N
