ticket_id,created_at,first_response_at,resolved_at,status,channel,customer_id,order_id,product_sku,category,priority,assigned_team,agent_id,transfers,csat_score,refund_amount_inr,refund_reason_code,replacement_issued,customer_message,agent_notes,source_system
T400043,2025-01-10 04:49:15,2025-01-10 04:52:34,2025-01-10 11:58:41,resolved,chat,C107488,VR901799,VA-EB-AIR,Billing,High,Chat Frontline,A3013,,,,,N,Please resend my order invoice.,Invoice reissued.,legacy_fd
T400061,2025-01-10 09:57:06,2025-01-10 16:39:54,2025-01-10 16:16:44,resolved,voice,C106407,VR898187,VA-EB-AIR,How-to,Normal,Voice Frontline,A3001,,3,,,N,Firmware update fails at 60%.,Walked customer through app update. Issue closed.,legacy_fd
T406892,2025-01-10 15:34:26,2025-01-10 15:38:12,2025-01-10 20:48:55,resolved,chat,C106227,,VA-SW-NX2,How-to,Normal,Chat Frontline,A3001,,3,,,N,How do I pair Nexa 2 Smartwatch with my phone? Blinking red only.,Walked customer through app update. Issue closed.,legacy_fd
T400056,2025-01-10 15:35:15,2025-01-10 15:42:56,2025-01-11 15:02:18,resolved,chat,C102522,VR888880,VA-EB-AIR,Billing,Normal,Chat Frontline,A3021,,3,,,N,"Invoice shows wrong name, please correct.",GST invoice shared.,legacy_fd
T408918,2025-01-10 17:42:28,2025-01-10 19:05:21,2025-01-10 20:26:22,resolved,voice,C107398,,VA-AC-CBL,Billing,Low,Chat Frontline,A3014,,,,,N,Need GST invoice for my order.,Sent corrected invoice on email.,legacy_fd
T400148,2025-01-10 18:20:01,2025-01-10 23:01:50,2025-01-11 17:38:26,resolved,email,C104001,VR896169,VA-HP-ST2,Billing,Normal,Email Frontline,A3021,,3,,,N,Please resend my order invoice.,Invoice reissued.,legacy_fd
T400148,2025-01-10 18:20:01,2025-01-10 23:01:50,2025-01-11 17:38:26,resolved,email,C104001,VR896169,VA-HP-ST2,Billing,Normal,Email Frontline,A3021,,3,,,N,Please resend my order invoice.,Invoice reissued.,helpdesk
T400125,2025-01-10 20:54:33,2025-01-10 21:31:53,2025-01-10 18:37:08,resolved,voice,C103582,VR904442,VA-AC-CH65,Returns,Normal,Returns Desk,A3036,,4,134900,GW-OTHER,N,"I'd like to return 65W GaN Charger, it doesn't fit my ears and I'm within the return window.","Pickup done, product checked and passed QC, refund raised.",legacy_fd
T408306,2025-01-11 03:29:36,2025-01-11 04:21:34,2025-01-11 01:09:39,resolved,chat,C104152,,VA-SW-FIT,Billing,Normal,Billing,A3033,,4,,,N,Need GST invoice for my order.,Sent corrected invoice on email.,legacy_fd
T400130,2025-01-11 03:30:39,2025-01-11 03:37:39,2025-01-11 07:02:37,closed,chat,C100492,,VA-HP-ST2,Delivery,Low,Chat Frontline,A3012,,,,,N,Where is my order? Tracking not updating.,Informed customer of delay; delivered.,legacy_fd
T400136,2025-01-11 03:32:35,2025-01-11 03:44:37,2025-01-11 01:41:09,resolved,chat,C102130,VR901892,VA-NB-ARC,Warranty,High,Voice Frontline,A3024,,,,,N,Where is my order? Tracking not updating.,Informed customer of delay; delivered.,legacy_fd
T400093,2025-01-11 06:06:40,2025-01-11 06:20:31,2025-01-12 04:07:44,resolved,email,C102871,VR909510,VA-HP-ST2,Delivery,Low,Chat Frontline,A3003,,,,,N,Where is my order? Tracking not updating.,Informed customer of delay; delivered.,legacy_fd
T400111,2025-01-11 06:59:17,2025-01-11 07:07:48,2025-01-11 19:55:25,closed,chat,C106035,VR896565,VA-SW-FIT,How-to,Low,Email Frontline,A3022,,3,,,N,Please resend my order invoice.,Invoice reissued.,legacy_fd
T407726,2025-01-11 09:50:14,2025-01-12 07:49:28,2025-01-12 05:02:30,resolved,email,C107280,,VA-HP-ST3,Product fault,Normal,Billing,A3032,,2,699900,GW-OTHER,N,"Please cancel my order, I ordered by mistake.",As discussed with customer.,legacy_fd
T400151,2025-01-11 12:53:29,2025-01-11 14:36:48,2025-01-12 08:54:25,closed,social,C102639,VR908179,VA-EB-AIR,Returns,Low,Chat Frontline,A3037,,3,179900,RETURN-QC-OK,N,Sending back my AirLite Earbuds. Not what I expected. Please arrange pickup.,"Item received back, QC OK, refunded.",legacy_fd
T400013,2025-01-11 17:10:55,2025-01-11 17:13:07,2025-01-12 08:29:19,resolved,chat,C100677,VR883993,VA-NB-ARC,Account,Low,Email Frontline,A3017,,,,,N,Does Arc Neckband come with a charger in the box?,"Info provided, no further action.",legacy_fd
T400101,2025-01-11 17:34:49,2025-01-11 20:57:48,2025-01-12 10:55:08,resolved,voice,C102761,VR892256,VA-EB-PL1,Warranty,Normal,Voice Frontline,A3026,,3,,,N,Left earbud crackling after 4 months.,"Raised RMA, repair done in service centre. Customer satisfied.",legacy_fd
T400104,2025-01-11 18:49:56,2025-01-11 20:33:42,2025-01-11 15:48:38,resolved,social,C107244,VR880694,VA-SW-FIT,How-to,Normal,Billing,A3032,,5,199900,GW-OTHER,N,I was charged twice for the same order! Please refund one payment.,"Failed payment, amount debited. Reversal initiated.",legacy_fd
T408764,2025-01-11 21:59:05,2025-01-11 22:46:58,2025-01-11 20:48:04,resolved,chat,C100525,,VA-AC-CASE,Returns,Normal,Voice Frontline,A3038,,,129900,RETURN-QC-OK,N,Sending back my Pulse Charging Case (spare). Not what I expected. Please arrange pickup.,"Return picked up, received at warehouse, QC passed. Refund issued.",legacy_fd
T400158,2025-01-11 23:03:53,2025-01-12 14:19:12,2025-01-13 05:56:58,resolved,social,C107792,VR893684,VA-SW-FIT,Delivery,Normal,Chat Frontline,A3008,,3,,,N,What is the battery life on Nexa Fit Band?,"Info provided, no further action.",legacy_fd
T400067,2025-01-12 00:38:35,2025-01-12 00:44:42,,pending,chat,C103080,VR904622,VA-SW-NX1,How-to,Normal,Chat Frontline,A3002,,,,,N,Firmware update fails at 60%.,"Explained pairing steps, resolved.",legacy_fd
T400121,2025-01-12 03:57:18,2025-01-12 10:09:09,2025-01-12 14:50:24,closed,email,C109091,VR897584,VA-HP-ST2,How-to,High,Voice Frontline,A3043,,,,,N,Firmware update fails at 60%.,Guided through reset and re-pair. Working now.,legacy_fd
T400121,2025-01-12 03:57:18,2025-01-12 10:09:09,2025-01-12 14:50:24,closed,email,C109091,VR897584,VA-HP-ST2,How-to,High,Voice Frontline,A3043,,,,,N,Firmware update fails at 60%.,Guided through reset and re-pair. Working now.,helpdesk
T400054,2025-01-12 20:30:43,2025-01-12 20:41:43,2025-01-13 09:19:31,resolved,chat,C101039,VR898234,VA-EB-AIR,Account,Normal,Billing,A3032,,,,,N,Does AirLite Earbuds come with a charger in the box?,Answered compatibility question.,legacy_fd
T400019,2025-01-12 20:42:23,2025-01-12 20:43:37,,open,chat,C100097,VR903012,VA-EB-PL1,Returns,Low,Chat Frontline,A3005,,,249900,GW-OTHER,N,Received my Pulse True Wireless Earbuds yesterday and it won't switch on at all. Want my money back.,"Resolved, refund given.",legacy_fd
T407836,2025-01-13 09:49:57,2025-01-13 14:57:24,2025-01-13 20:41:43,resolved,email,C109117,,VA-EB-PL1,Delivery,Normal,Chat Frontline,A3009,,3,,,N,When will Pulse True Wireless Earbuds be delivered?,"Escalated to logistics, delivered next day.",legacy_fd
T406979,2025-01-13 10:42:59,2025-01-13 10:49:34,2025-01-13 20:48:13,resolved,chat,C101711,,VA-EB-PL2,Billing,High,Email Frontline,A3020,,,60000,PRICE-ADJ,N,Sale price mismatch on vireo.in vs what I paid. Want the difference back.,"Price adjustment given, within 7 days of purchase.",legacy_fd
T407734,2025-01-13 12:29:48,2025-01-13 12:43:17,2025-01-13 12:21:26,resolved,chat,C102429,,VA-SW-NX2,How-to,High,Escalations & Warranty,A3040,,,,,N,Firmware update fails at 60%.,Walked customer through app update. Issue closed.,legacy_fd
T400041,2025-01-13 13:21:48,2025-01-13 15:33:08,2025-01-14 15:57:35,resolved,email,C100823,VR892289,VA-EB-PL1,Warranty,Normal,Email Frontline,A3008,,,,,Y,"Pulse True Wireless Earbuds screen flickering, in warranty.",Sent for repair under warranty. Returned to customer.,legacy_fd
T400057,2025-01-13 16:04:53,2025-01-13 19:23:33,2025-01-14 13:57:43,resolved,social,C101678,,VA-SW-FIT,Warranty,High,Chat Frontline,A3017,,,,,N,Battery draining fast on my Nexa Fit Band.,Warranty replacement approved by Tier 2.,legacy_fd
T406952,2025-01-13 17:37:22,2025-01-13 21:41:10,2025-01-14 17:32:10,resolved,email,C104181,,VA-SP-MINI,How-to,Normal,Billing,A3034,,3,,,Y,"Orbit Mini Speaker screen flickering, in warranty.",Warranty replacement approved by Tier 2.,legacy_fd
T408401,2025-01-13 17:41:15,2025-01-13 17:50:27,2025-01-13 19:59:33,resolved,chat,C105350,,VA-SW-FIT,Warranty,Normal,Email Frontline,A3021,,4,,,N,Left earbud crackling after 4 months.,Sent for repair under warranty. Returned to customer.,legacy_fd
T407552,2025-01-13 19:22:10,2025-01-14 00:35:36,2025-01-14 16:07:22,closed,email,C108291,,VA-EB-PL2,Product fault,Normal,Email Frontline,A3038,,,,,N,When will Pulse 2 True Wireless Earbuds be delivered?,Informed customer of delay; delivered.,legacy_fd
T408550,2025-01-13 21:56:10,2025-01-13 21:59:14,2025-01-14 10:35:15,resolved,chat,C106574,,VA-AC-CBL,Billing,Normal,Logistics,A3029,,,,,N,Need GST invoice for my order.,Sent corrected invoice on email.,legacy_fd
T400157,2025-01-13 23:09:00,2025-01-13 23:18:34,2025-01-13 20:21:37,resolved,chat,C101112,VR883169,VA-SP-ORB,Warranty,Normal,Voice Frontline,A3023,,4,,,Y,Battery draining fast on my Orbit Smart Speaker.,Sent for repair under warranty. Returned to customer.,legacy_fd
T400031,2025-01-14 01:36:03,2025-01-14 02:17:55,2025-01-14 11:48:00,resolved,chat,C101471,VR881763,VA-EB-AIR,Account,Normal,Chat Frontline,A3002,,,,,N,Is AirLite Earbuds compatible with iPhone?,"Info provided, no further action.",legacy_fd
T400168,2025-01-14 02:15:14,2025-01-14 02:20:36,2025-01-15 02:40:58,resolved,chat,C106648,VR904123,VA-SP-ORB,How-to,Normal,Logistics,A3031,,,,,N,Unable to connect Orbit Smart Speaker to the app.,"Explained pairing steps, resolved.",legacy_fd
T400084,2025-01-14 02:30:24,2025-01-14 02:38:59,2025-01-14 10:57:25,resolved,chat,C101938,VR899520,VA-SW-NX1,Account,High,Logistics,A3031,,,,,N,Is Nexa Smartwatch compatible with iPhone?,Answered compatibility question.,legacy_fd
T407337,2025-01-14 03:48:14,2025-01-14 06:14:03,2025-01-14 01:53:19,resolved,email,C101574,,VA-EB-AIR,Account,Normal,Chat Frontline,A3001,,,,,N,Is AirLite Earbuds compatible with iPhone?,Shared spec details with customer.,legacy_fd
T406800,2025-01-14 04:22:50,2025-01-14 04:35:31,2025-01-14 16:37:53,resolved,voice,C104700,,VA-EB-PL1,Billing,Normal,Chat Frontline,A3013,,3,,,N,Please resend my order invoice.,GST invoice shared.,legacy_fd
T408840,2025-01-14 06:07:51,2025-01-14 07:52:51,2025-01-14 23:12:40,resolved,voice,C107006,,VA-EB-PL2,Delivery,Normal,Email Frontline,A3002,,,,,N,When will Pulse 2 True Wireless Earbuds be delivered?,Informed customer of delay; delivered.,legacy_fd
T407967,2025-01-14 09:09:22,2025-01-14 10:49:38,2025-01-14 13:54:51,resolved,social,C103097,,VA-SP-MINI,Delivery,Normal,Voice Frontline,A3024,,3,,,N,Delivery agent asking for extra charge.,Informed customer of delay; delivered.,legacy_fd
T406992,2025-01-14 11:45:16,2025-01-14 11:49:35,2025-01-14 08:03:51,resolved,chat,C103403,,VA-EB-PL2,Account,Low,Chat Frontline,A3008,,3,,,N,Battery draining fast on my Pulse 2 True Wireless Earbuds.,"Raised RMA, repair done in service centre. Customer satisfied.",legacy_fd
T407239,2025-01-14 13:39:45,2025-01-15 20:59:40,2025-01-16 05:00:10,resolved,email,C108887,,VA-HP-ST3,Billing,Low,Chat Frontline,A3009,,,,,N,Please resend my order invoice.,Invoice reissued.,legacy_fd
T408021,2025-01-14 14:15:49,2025-01-14 14:28:56,2025-01-15 06:40:41,resolved,chat,C108067,,VA-AC-CH65,Account,Normal,Chat Frontline,A3014,,5,,,N,What is the battery life on 65W GaN Charger?,Shared spec details with customer.,legacy_fd
T400182,2025-01-14 14:47:32,2025-01-14 14:48:28,2025-01-14 18:26:41,resolved,chat,C103202,VR905635,VA-SW-NX1,Warranty,High,Chat Frontline,A3012,,3,,,N,"Nexa Smartwatch screen flickering, in warranty.","Raised RMA, repair done in service centre. Customer satisfied.",legacy_fd
T408406,2025-01-14 15:08:41,2025-01-14 15:36:47,,open,social,C104506,,VA-EB-PL2,How-to,Normal,Logistics,A3029,,,,,N,Firmware update fails at 60%.,Walked customer through app update. Issue closed.,legacy_fd
T400026,2025-01-14 15:36:51,2025-01-14 21:46:12,2025-01-14 19:57:25,resolved,email,C107610,VR901685,VA-EB-AIR,Returns,Normal,Billing,A3034,,5,143900,GW-OTHER,N,Want to cancel AirLite Earbuds order before it ships. Found it cheaper elsewhere.,"Cx cancelled pre-dispatch, refund raised.",legacy_fd
T408810,2025-01-14 18:07:27,2025-01-14 18:09:48,2025-01-15 14:53:11,resolved,chat,C106809,,VA-EB-AIR,How-to,Normal,Voice Frontline,A3025,,,,,N,Unable to connect AirLite Earbuds to the app.,"Explained pairing steps, resolved.",legacy_fd
T407993,2025-01-14 18:29:29,2025-01-14 18:38:12,2025-01-14 16:23:55,resolved,chat,C104691,,VA-AC-CBL,Delivery,Low,Returns Desk,A3036,,5,,,N,Unable to connect USB-C Braided Cable to the app.,Guided through reset and re-pair. Working now.,legacy_fd
T406944,2025-01-14 18:37:25,2025-01-14 18:41:31,2025-01-15 05:36:53,resolved,chat,C107783,,VA-AC-CBL,Billing,High,Email Frontline,A3017,,4,,,N,Please resend my order invoice.,Invoice reissued.,legacy_fd
T406944,2025-01-14 18:37:25,2025-01-14 18:41:31,2025-01-15 05:36:53,resolved,chat,C107783,,VA-AC-CBL,Billing,High,Email Frontline,A3017,,4,,,N,Please resend my order invoice.,Invoice reissued.,helpdesk
T400143,2025-01-14 19:21:56,2025-01-14 20:15:45,2025-01-15 10:00:12,resolved,chat,C101853,VR880521,VA-HP-ST2,Account,Normal,Email Frontline,A3022,,,,,N,What is the battery life on Strata 2 Over-Ear Headphones?,Shared spec details with customer.,legacy_fd
T400184,2025-01-15 01:47:50,2025-01-15 01:59:08,2025-01-16 02:40:29,resolved,chat,C101216,VR906710,VA-HP-ST3,Warranty,Low,Email Frontline,A3017,,3,,,N,Left earbud crackling after 4 months.,"Raised RMA, repair done in service centre. Customer satisfied.",legacy_fd
T400165,2025-01-15 14:42:35,2025-01-15 14:45:05,2025-01-15 16:12:44,resolved,chat,C105935,VR900170,VA-SW-FIT,Account,High,Chat Frontline,A3008,,4,,,N,What is the battery life on Nexa Fit Band?,Shared spec details with customer.,legacy_fd
T407837,2025-01-15 15:21:30,2025-01-15 15:23:27,2025-01-16 02:26:42,resolved,voice,C104499,,VA-NB-ARC,Product fault,Low,Email Frontline,A3016,,,,,N,Please resend my order invoice.,GST invoice shared.,legacy_fd
T407837,2025-01-15 15:21:30,2025-01-15 15:23:27,2025-01-16 02:26:42,resolved,voice,C104499,,VA-NB-ARC,Product fault,Low,Email Frontline,A3016,,,,,N,Please resend my order invoice.,GST invoice shared.,helpdesk
T400066,2025-01-15 16:10:39,2025-01-15 18:25:59,2025-01-15 21:15:26,resolved,email,C106112,,VA-HP-ST3,Billing,Normal,Email Frontline,A3020,,3,,,N,Need GST invoice for my order.,GST invoice shared.,legacy_fd
T400060,2025-01-15 23:17:45,2025-01-16 05:02:27,2025-01-16 02:20:13,resolved,email,C102644,VR897338,VA-SW-FIT,Warranty,Normal,Logistics,A3028,,5,,,Y,Battery draining fast on my Nexa Fit Band.,"Raised RMA, repair done in service centre. Customer satisfied.",legacy_fd
T400176,2025-01-16 09:35:46,2025-01-16 09:45:21,2025-01-16 15:36:36,resolved,chat,C101158,VR892510,VA-EB-AIR,Account,Low,Chat Frontline,A3022,,3,,,N,"AirLite Earbuds screen flickering, in warranty.","Raised RMA, repair done in service centre. Customer satisfied.",legacy_fd
T400139,2025-01-16 10:11:31,2025-01-16 10:15:29,2025-01-16 21:58:24,closed,chat,C100161,VR889391,VA-EB-PL1,Delivery,Normal,Billing,A3035,,,,,N,Delivery agent asking for extra charge.,Informed customer of delay; delivered.,legacy_fd
T400068,2025-01-16 13:28:05,2025-01-16 13:30:49,2025-01-17 11:52:06,resolved,chat,C107822,VR880904,VA-NB-ARC,Returns,Normal,Chat Frontline,A3002,,3,,,N,"Invoice shows wrong name, please correct.",GST invoice shared.,legacy_fd
T407978,2025-01-16 16:00:50,2025-01-16 22:23:10,2025-01-17 21:14:08,closed,email,C109114,,VA-HP-ST2,Returns,Normal,Chat Frontline,A3002,,5,499900,CANCEL,N,"Please cancel my order, I ordered by mistake.","Cancelled at warehouse stage, amount refunded to source.",legacy_fd
T400164,2025-01-16 16:35:34,2025-01-16 16:38:35,2025-01-17 16:59:43,resolved,chat,C104508,,VA-SW-NX1,Warranty,Normal,Escalations & Warranty,A3041,,,,,N,Battery draining fast on my Nexa Smartwatch.,"Raised RMA, repair done in service centre. Customer satisfied.",legacy_fd
T408414,2025-01-16 17:35:13,2025-01-17 00:08:35,2025-01-17 02:34:19,resolved,email,C100324,,VA-SP-MINI,Returns,Normal,Returns Desk,A3037,,,249900,GW-OTHER,N,Sending back my Orbit Mini Speaker. Not what I expected. Please arrange pickup.,"Item received back, QC OK, refunded.",legacy_fd
T400156,2025-01-16 18:56:06,2025-01-16 22:06:40,2025-01-16 19:46:43,resolved,social,C103305,VR901237,VA-EB-PL1,Billing,High,Billing,A3035,,,75000,GW-OTHER,N,Price dropped by Rs 500 two days after I bought Pulse True Wireless Earbuds. Can you adjust?,"Promo code error, price difference credited back.",legacy_fd
T400174,2025-01-16 22:33:24,2025-01-16 22:45:02,2025-01-17 17:15:04,resolved,chat,C108805,VR890568,VA-SP-ORB,Delivery,High,Email Frontline,A3016,,5,,,N,When will Orbit Smart Speaker be delivered?,Informed customer of delay; delivered.,legacy_fd
T408587,2025-01-17 02:51:04,2025-01-17 07:22:36,2025-01-18 00:47:09,resolved,email,C103933,,VA-NB-ARC,How-to,Low,Chat Frontline,A3004,,,,,N,Unable to connect Arc Neckband to the app.,Guided through reset and re-pair. Working now.,legacy_fd
T400053,2025-01-17 05:41:08,2025-01-17 10:22:46,2025-01-17 11:15:20,resolved,email,C108374,VR897262,VA-SP-ORB,Account,Normal,Escalations & Warranty,A3039,,4,,,N,Does Orbit Smart Speaker come with a charger in the box?,Shared spec details with customer.,legacy_fd
T400029,2025-01-17 12:25:19,2025-01-17 12:28:40,2025-01-17 13:30:05,resolved,chat,C108454,VR888649,VA-SW-FIT,How-to,High,Email Frontline,A3017,,4,,,N,Unable to connect Nexa Fit Band to the app.,Guided through reset and re-pair. Working now.,legacy_fd
T407185,2025-01-17 12:47:39,2025-01-17 12:55:31,2025-01-18 10:11:57,closed,chat,C106960,,VA-SW-NX1,Returns,Normal,Returns Desk,A3036,,,499900,GW-OTHER,N,"Nexa Smartwatch is dead on arrival. Left side not charging, box is 3 days old. Refund please.",Confirmed DOA within 7 days. Customer opted for refund over replacement. Refund raised.,legacy_fd
T400163,2025-01-17 13:36:30,2025-01-17 16:51:50,2025-01-18 17:05:09,resolved,social,C107017,VR884635,VA-SW-FIT,Billing,Normal,Billing,A3034,,,,,N,Need GST invoice for my order.,Sent corrected invoice on email.,legacy_fd
T400141,2025-01-17 13:36:46,2025-01-17 17:40:38,2025-01-18 18:04:10,closed,voice,C102703,VR899176,VA-AC-CBL,Product fault,Normal,Chat Frontline,A3003,,,,,N,Left earbud crackling after 4 months.,Sent for repair under warranty. Returned to customer.,legacy_fd
T400044,2025-01-17 15:06:38,2025-01-17 15:10:41,2025-01-18 00:41:34,resolved,chat,C107696,VR880646,VA-HP-ST2,Delivery,Normal,Chat Frontline,A3013,,,,,N,Where is my order? Tracking not updating.,"Escalated to logistics, delivered next day.",legacy_fd
T407829,2025-01-17 17:27:22,2025-01-17 17:34:37,2025-01-18 10:37:33,resolved,chat,C109368,,VA-EB-PL2,Delivery,Low,Chat Frontline,A3029,,,,,N,Where is my order? Tracking not updating.,"Shared updated tracking, courier ETA confirmed.",legacy_fd
T400088,2025-01-18 02:10:35,2025-01-18 07:09:09,2025-01-18 22:16:43,resolved,email,C103414,VR885529,VA-HP-ST3,Delivery,Normal,Chat Frontline,A3012,,5,,,N,Where is my order? Tracking not updating.,"Escalated to logistics, delivered next day.",legacy_fd
T407101,2025-01-18 05:10:07,2025-01-18 06:02:37,2025-01-18 14:06:41,resolved,chat,C100070,,VA-SP-ORB,How-to,Normal,Voice Frontline,A3025,,3,,,N,Unable to connect Orbit Smart Speaker to the app.,Guided through reset and re-pair. Working now.,legacy_fd
T400064,2025-01-18 11:22:46,2025-01-18 11:41:17,2025-01-18 16:25:17,resolved,email,C106596,VR895004,VA-SW-FIT,Returns,Normal,Returns Desk,A3037,,,199900,GW-OTHER,N,"Return request for Nexa Fit Band, unopened mostly. Please refund after pickup.","Item received back, QC OK, refunded.",legacy_fd
T407911,2025-01-18 15:32:00,2025-01-19 21:41:14,2025-01-20 08:08:51,resolved,email,C101452,,VA-EB-PL2,Billing,Normal,Chat Frontline,A3004,,,,,N,"Invoice shows wrong name, please correct.",Invoice reissued.,legacy_fd
T406813,2025-01-18 17:44:43,2025-01-18 18:19:59,2025-01-18 21:30:36,resolved,chat,C101495,,VA-SP-ORB,Warranty,High,Chat Frontline,A3006,,3,,,Y,"Orbit Smart Speaker screen flickering, in warranty.",Warranty replacement approved by Tier 2.,legacy_fd
